"Cell_0","Cell_1","Cell_2","Cell_3","Cell_4","Cell_5","Cell_6","Cell_7","Cell_8","Cell_9","Cell_10","Cell_11","Cell_12","Cell_13","Cell_14","Cell_15","Cell_16","Cell_17","Cell_18","Cell_19","Cell_20","Cell_21","Cell_22","Cell_23","Cell_24","Cell_25","Cell_26","Cell_27","Cell_28","Cell_29","Cell_30","Cell_31","Cell_32","Cell_33","Cell_34","Cell_35","Cell_36","Cell_37","Cell_38","Cell_39","Cell_40","Cell_41","Cell_42","Cell_43","Cell_44","Cell_45","Cell_46","Cell_47","Cell_48","Cell_49","gene"
117.071451033881,20.2070821795059,5.79227352435634,129.669587363959,50.2385028499258,48.3812033010662,45.3743585626652,24.9418680813862,149.83974404327,18.6977927024664,126.657557595423,158.247883516241,116.133076416558,18.04307507319,126.469831204194,94.3743961622471,5.92004887504253,5.9684524090801,16.5389391592083,41.2130060271272,41.4429253409294,85.0710832316411,123.048523637296,5.10936340594782,113.328361080703,39.5763237555371,143.980484844863,144.296062101901,141.477273266612,131.979641181059,78.150791171978,41.0751539647644,81.557479409389,125.240974552555,48.5866582041214,0.875544007637376,133.925525531554,33.1467171469515,127.806894464588,71.321423525956,72.8442638408093,50.3115096224555,27.7027528110565,44.550276232077,157.278065566886,63.6583672237752,20.8559619568708,18.5775973685377,68.8803412743496,17.0849862651968,"1"
65.3589082459091,63.5079725641615,148.668353791813,45.9675256792872,7.8946218764169,145.143609903198,93.1368412602076,97.6295979185687,24.707617368837,69.0380038244912,14.6424922075634,118.05794484545,62.6617318794377,131.222364168655,132.332671061342,80.3930041382105,108.780898078906,41.7791668635607,129.435176028587,12.7385654992939,7.7266470974614,111.449713691065,46.3429504607997,167.75743182862,58.64544559421,15.8305295022148,46.4199377368683,21.7313346539008,76.6664553455944,67.414061322699,84.724222205135,118.824552540926,66.5337332023963,34.2325330443649,64.3259981857383,78.7989606873638,36.5879013050122,141.702215803218,48.8251057505169,118.20865565876,145.688527681619,116.92111391134,12.7858859127953,125.550778472217,130.661777547874,31.8291836118876,109.092724082093,150.23622219774,44.0266098866977,29.1868515363778,"2"
84.7511117913987,70.0031061218599,66.6111455300979,111.831443070505,126.31395002267,110.808562399216,44.5783171843728,124.709340406931,66.1526529552733,140.952591141669,144.960672854877,11.7220654456475,48.4584059867652,6.56111820843274,67.0038840816923,89.1313741532334,50.3204154378615,13.6421769350402,38.830552808576,108.652470435154,128.543310803222,52.7572609188472,43.146884911779,142.210614798881,100.648264736009,79.944173986185,129.03169133638,101.702646180256,28.4535298189835,63.6160860369131,25.5633429067218,46.20954821036,135.929132348982,119.396395740102,93.7517207600653,58.6614485117042,131.854512250138,123.471521372394,78.2637724530344,98.3971491237726,85.4036196754316,65.1923786657169,39.7783117286966,28.350175784049,104.852043711257,93.2669101185544,18.4495048080011,155.890273570773,8.52127933290923,19.9324839760629,"3"
28.0109606768182,115.469041025748,38.6151568290423,119.378350271582,77.5108329684569,118.611982286485,12.736662052678,69.8372306278813,77.3109317670061,109.310172722111,87.1228286350021,113.034202511601,53.4713445371202,115.639708423627,1.67509710204231,152.047638261398,136.161124125978,24.7264456947604,125.120670160967,102.657851376662,134.865112973872,44.8436717810201,156.607211902013,139.655933095907,68.9480238742739,22.1627413031008,59.0083954282224,96.4871258633194,31.6150331322039,110.14128328779,0,134.96122016994,131.636633432698,55.9409686334744,87.5928485933457,170.731081489288,31.0651992212367,106.898162798919,19.3864390479993,105.661368186601,63.6340695620863,115.503888288172,91.6321823750331,125.550778472217,40.3277091197143,28.8683293224097,76.2044763808741,157.505716820211,29.1143710541065,98.2386710248814,"4"
142.927722427867,97.4270033654751,0,104.970618342253,58.8508176241987,97.5427485908592,3.18416551316949,19.9534944651089,73.3258321913872,56.0933781073991,44.6596012330683,11.7220654456475,50.9648752619427,118.920267527843,16.7509710204231,18.350577031548,138.381142454119,105.726871246562,12.2244332915888,145.369512168412,95.5294550231592,129.255289251176,25.5685243921653,27.2499381650551,133.141011619288,95.7747034883998,110.149004799349,36.5086422185533,52.9551804964415,128.181665895273,113.209090015482,79.2163683606171,38.6324902465527,115.22169658835,132.073592019654,162.851185420552,121.499445843059,42.2620643623631,130.678959508736,52.1703005421345,85.4036196754316,121.172790780843,117.914281195779,76.950477128133,90.33406842816,97.7081915527713,92.2475240400054,24.2316487415709,44.7367164977735,40.5768423798423,"5"
11.4916761751049,62.0646095513397,4.82689460363028,102.912370923777,101.194698597708,45.2598353461587,119.406206743856,39.9069889302179,0.797019915123774,12.9446257170921,132.514554478449,134.803752624946,12.5323463758875,47.5681070111373,14.2383253673596,6.9906960120183,62.1605131879465,15.3474490519202,94.2000447763604,44.9596429386842,49.8719949017963,112.768645214036,99.0780320196407,45.9842706535304,109.365830972986,26.1203736786545,145.554042056282,126.91099437878,116.185246760849,114.888752395022,45.2836360061929,146.696978445587,86.5653948117199,86.8337423564379,32.8473182225046,21.013056183297,16.5681062513263,139.216212017196,78.9817887140714,59.4345196049633,90.4273620092805,74.4043452163074,84.5289124234802,150.66093416666,10.4852043711257,127.31673444755,133.959447953747,133.27406807864,17.7526652768942,10.678116415748,"6"
73.9776653772378,134.232760192432,83.0225871824409,18.5242267662799,45.2146525649332,38.2367574476168,38.2099861580339,97.6295979185687,90.8602703241103,25.1701055610124,79.0694579208422,38.5153578928417,59.3197728458677,96.7764935743829,52.7655587143327,16.6029030285435,83.6206903599757,119.369048181602,17.9771077817482,8.99192858773684,116.602128925327,91.0062750850115,2.3970491617655,19.5858930561333,152.161156136329,47.4915885066445,33.0447014398046,90.4023521602272,98.006602709832,116.787740037915,39.4405861989422,74.8154590072495,10.7312472907091,35.0674728747153,66.3789555746448,0,68.3434382867208,55.5207512211437,143.603252207403,132.076710233252,97.1256851210791,51.7287352456232,76.7153154767719,144.180893987449,150.825632107731,148.042714473896,113.905638379833,136.504954577516,129.949509826866,88.27242903685,"7"
28.0109606768182,34.6407123077245,72.4034190544543,37.734536005385,10.0477005699851,115.490614331577,149.655779118966,98.342222720894,11.9552987268566,137.356861775811,58.5699688302535,11.7220654456475,10.02587710071,122.20082663206,102.180923224581,111.851136192293,99.9008247663427,34.1054423376006,10.067180357779,97.4125597004825,14.0484492681116,30.9948907898227,13.5832785833378,129.437206284012,13.4726023662374,136.142553719048,47.206716342578,89.5330987740711,23.7112748491529,137.676604109737,46.0140172320992,108.555764049735,108.743305879185,8.34939830350365,108.122422482411,17.5108801527475,73.8661403704962,139.216212017196,106.984422894515,95.0952313679413,111.359621733651,56.6890249267104,46.8815816802495,42.1202611648728,137.920765189423,135.459083743615,64.1721906365255,49.2710191078609,47.5771429420765,71.8993171993697,"8"
23.7015821111539,123.407537596268,159.287521919799,52.1422679347138,83.9700690491616,62.4273590981499,152.839944632135,12.8272464418557,1.59403983024755,84.1400671610986,116.407813050129,120.569816012374,20.8872439598126,14.7625159689737,114.744151489898,47.1871980811235,95.4607881100608,57.1266159154809,23.7297822719076,66.6901370257149,11.9411818778949,40.8868772121066,75.1075404019857,61.3123608713739,31.7002408617351,88.6509652124031,109.362226193639,156.465609508085,60.8589387794924,148.121036145648,121.973664726358,99.0204604507714,1.43083297209454,141.939771159562,96.4889972786074,66.5413445804406,116.667081519756,21.5453661455185,24.4125528752584,44.2456979281394,24.2814212802698,19.1325459127648,134.962129079506,114.210708158597,31.4556131133771,51.0747364934941,57.754971572873,124.389130206731,37.6356503870158,130.273020272125,"9"
62.4859892021329,37.5274383333682,168.94131112706,111.145360597679,48.0854241563575,100.664116545767,99.5051722865465,45.6079873488204,10.3612588966091,16.540355082951,118.604186881263,90.4273620092805,58.4842830874752,9.02153753659501,0,74.2761451276945,145.781203547922,28.1369899285205,117.210742736998,50.204934614864,28.7993209996289,124.639028920777,90.2888517598339,120.070040039774,142.651083877808,86.2763857870709,112.509340616477,1.73850677231206,22.1305231925427,18.0403826074828,128.547095759515,27.8724259046616,99.4428915605708,7.51445847315328,64.3259981857383,130.456057137969,97.3376242265418,30.6607133609301,78.9817887140714,21.1322736373203,8.37290388974819,55.2717993035426,66.0604105494425,8.10005022401401,73.39643059788,39.2313193355824,139.574514634443,50.886462357299,120.718123882881,18.5087351206298,"10"
